record_id,dataset_type,aoi_id,aoi_name,corridor_id,corridor_name,period_start,period_end,scene_date,tile_id,weather_severity_score,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_gust_max_kmh,eccc_weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,cloud_filtered_pct,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,public_outage_count,public_customers_affected,public_outage_history_score,tree_related_outage_count_proxy,weather_related_outage_count_proxy,terrain_access_score,transmission_buffer_width_m,area_hectares,intervention_type,intervention_applied,intervention_cost_level,intervention_lead_time_days,intervention_description,risk_score,risk_level,target_outage_impact_proxy,target_customer_impact_proxy,data_status,data_source_notes,synthetic_true_effect_pct,observed_outage_impact_proxy,post_intervention_outage_impact_proxy
SYN-CORR-008__2026-12-01__T10UEV__no_action,synthetic,SYN-CORR-008,Synthetic corridor 008,SYN-CORR-008,Synthetic demo corridor 008,2026-12-01,2026-12-28,2026-12-01,T10UEV,61.53,-1.39,3.21,-6.13,52.41,93.24,36.92,52.38,2.45,70.58,2.93,0.441,0.2139,0.1151,0.0495,21.56,40.4,23.26,38.2,65.48,1008,190760,63.58,232,17,21.74,200,1695.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",51.62,Medium,54.91,98470.31,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,54.91,54.91
SYN-CORR-044__2026-03-16__T10UDV__vegetation_patrol,synthetic,SYN-CORR-044,Synthetic corridor 044,SYN-CORR-044,Synthetic demo corridor 044,2026-03-01,2026-03-28,2026-03-16,T10UDV,17.76,17.49,18.16,15.62,5.2,27.74,10.66,76.48,14.67,68.42,5.16,0.421,-0.075,-0.0852,-0.0265,87.16,63.25,59.38,34.2,95.6,4774,770792,83.85,382,2092,62.55,200,1073.9,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,49.1,Medium,53.64,378458.87,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.72,53.64,47.89
SYN-CORR-014__2026-06-27__T10UEV__vegetation_trimming,synthetic,SYN-CORR-014,Synthetic corridor 014,SYN-CORR-014,Synthetic demo corridor 014,2026-06-01,2026-06-28,2026-06-27,T10UEV,15.66,13.74,17.29,8.88,14.36,22.25,9.4,42.59,28.33,79.74,1.46,0.338,0.4044,-0.0261,0.0899,4.2,47.88,0.0,17.6,53.24,1477,210707,79.7,195,466,44.18,200,671.2,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,40.99,Medium,46.63,86368.8,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,17.77,46.63,38.34
SYN-CORR-012__2026-01-24__T10UEV__crew_pre_staging,synthetic,SYN-CORR-012,Synthetic corridor 012,SYN-CORR-012,Synthetic demo corridor 012,2026-01-01,2026-01-28,2026-01-24,T10UEV,48.64,4.28,4.4,0.41,70.59,61.38,29.18,47.56,43.99,47.41,3.63,0.2188,-0.0957,0.019,0.07,17.19,67.19,61.96,6.24,59.45,2700,182776,15.24,1217,276,64.5,200,3426.5,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,49.11,Medium,43.26,89761.29,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,13.73,43.26,37.32
SYN-CORR-009__2026-09-09__T10UDV__asset_inspection,synthetic,SYN-CORR-009,Synthetic corridor 009,SYN-CORR-009,Synthetic demo corridor 009,2026-09-01,2026-09-28,2026-09-09,T10UDV,27.63,26.25,26.85,23.13,18.93,32.24,16.58,56.56,43.33,28.9,5.9,0.6933,0.3519,-0.0189,0.0377,82.72,76.32,6.01,88.66,70.7,566,51876,70.77,39,224,46.24,200,2075.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,52.73,Medium,55.76,27354.21,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.21,55.76,47.84
SYN-CORR-002__2026-03-01__T10UEV__no_action,synthetic,SYN-CORR-002,Synthetic corridor 002,SYN-CORR-002,Synthetic demo corridor 002,2026-03-01,2026-03-28,2026-03-01,T10UEV,45.54,-4.22,0.45,-6.74,25.04,70.19,27.32,63.94,7.38,76.57,8.38,0.6725,0.2973,-0.0149,0.0451,28.98,49.32,12.84,84.5,79.92,4516,329421,28.58,2094,2180,50.6,200,4658.7,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",43.79,Medium,41.17,144253.46,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,41.17,41.17
SYN-CORR-028__2026-07-06__T10UDV__vegetation_patrol,synthetic,SYN-CORR-028,Synthetic corridor 028,SYN-CORR-028,Synthetic demo corridor 028,2026-07-01,2026-07-28,2026-07-06,T10UDV,40.92,15.06,16.68,13.44,44.11,59.71,24.55,76.17,31.73,12.35,7.63,0.0924,-0.15,0.0044,0.0515,99.22,85.1,68.75,31.52,95.21,1062,97032,74.24,31,237,47.89,200,3235.1,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,61.53,Medium,64.12,59703.79,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.92,64.12,56.48
SYN-CORR-004__2026-10-08__T10UEV__vegetation_trimming,synthetic,SYN-CORR-004,Synthetic corridor 004,SYN-CORR-004,Synthetic demo corridor 004,2026-10-01,2026-10-28,2026-10-08,T10UEV,23.71,3.4,8.24,-0.83,10.33,38.89,14.23,40.64,25.8,25.02,1.5,0.2337,0.3483,0.0841,0.0688,30.06,56.67,6.46,3.26,50.8,644,71474,91.63,85,56,52.77,200,2699.8,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,50.09,Medium,56.19,35801.33,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,18.29,56.19,45.91
SYN-CORR-039__2026-08-21__T10UEV__crew_pre_staging,synthetic,SYN-CORR-039,Synthetic corridor 039,SYN-CORR-039,Synthetic demo corridor 039,2026-08-01,2026-08-28,2026-08-21,T10UEV,61.78,-3.81,0.22,-4.89,67.54,82.89,37.07,20.11,18.47,9.2,0.78,0.0934,0.0568,0.1249,0.0412,50.0,42.77,42.9,31.32,25.14,2938,212722,66.99,1463,579,15.56,200,3617.3,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,52.5,Medium,56.52,111679.05,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,16.36,56.52,47.27
SYN-CORR-007__2026-11-22__T10UDV__asset_inspection,synthetic,SYN-CORR-007,Synthetic corridor 007,SYN-CORR-007,Synthetic demo corridor 007,2026-11-01,2026-11-28,2026-11-22,T10UDV,25.64,8.28,11.8,4.35,64.21,19.04,15.38,52.08,23.71,21.36,4.83,0.3468,0.0535,0.0276,0.0366,83.97,63.33,43.31,19.36,65.1,3374,363865,35.47,919,842,80.98,200,2414.7,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,44.45,Medium,41.27,161737.99,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,15.56,41.27,34.85
SYN-CORR-030__2026-04-22__T10UEV__no_action,synthetic,SYN-CORR-030,Synthetic corridor 030,SYN-CORR-030,Synthetic demo corridor 030,2026-04-01,2026-04-28,2026-04-22,T10UEV,22.26,10.72,13.76,10.16,55.16,17.69,13.36,38.97,49.34,50.4,1.08,0.2325,-0.0492,-0.0798,0.0051,89.11,64.4,56.15,3.5,48.71,2028,236213,20.41,132,479,41.09,200,1600.6,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",36.42,Low,33.78,86028.77,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,33.78,33.78
SYN-CORR-045__2026-05-12__T10UDV__vegetation_patrol,synthetic,SYN-CORR-045,Synthetic corridor 045,SYN-CORR-045,Synthetic demo corridor 045,2026-05-01,2026-05-28,2026-05-12,T10UDV,60.93,-1.63,3.18,-5.52,49.72,93.13,36.56,31.33,6.42,13.94,6.24,0.0532,0.2526,0.0832,0.0967,46.82,41.55,18.43,39.36,39.16,1535,242700,97.56,82,265,89.17,200,1173.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,65.27,Medium,68.92,158410.29,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,6.68,68.92,64.32
SYN-CORR-004__2026-04-24__T10UDV__vegetation_trimming,synthetic,SYN-CORR-004,Synthetic corridor 004,SYN-CORR-004,Synthetic demo corridor 004,2026-04-01,2026-04-28,2026-04-24,T10UDV,31.59,5.66,5.67,1.75,44.13,40.12,18.95,33.75,12.17,26.11,8.27,0.068,0.1681,-0.0824,0.0438,96.12,43.95,28.99,36.4,42.19,768,78721,59.13,3,254,85.32,200,1155.8,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,46.18,Medium,46.16,36353.36,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,15.72,46.16,38.9
SYN-CORR-037__2026-07-27__T10UDV__crew_pre_staging,synthetic,SYN-CORR-037,Synthetic corridor 037,SYN-CORR-037,Synthetic demo corridor 037,2026-07-01,2026-07-28,2026-07-27,T10UDV,54.32,9.96,10.61,5.65,35.04,99.37,32.59,6.23,24.58,70.02,8.28,0.5972,0.2699,0.0053,0.0536,48.61,24.95,16.26,69.44,7.79,1013,104822,62.51,369,460,32.54,200,3924.4,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,44.97,Medium,48.22,47138.45,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.86,48.22,41.05
SYN-CORR-025__2026-07-11__T10UDV__asset_inspection,synthetic,SYN-CORR-025,Synthetic corridor 025,SYN-CORR-025,Synthetic demo corridor 025,2026-07-01,2026-07-28,2026-07-11,T10UDV,20.98,20.13,24.13,19.5,32.93,16.76,12.59,9.34,39.09,18.12,4.15,0.3171,-0.1772,-0.0707,-0.0421,85.81,46.53,72.15,13.42,11.68,2701,273261,74.52,1346,87,39.08,200,971.4,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,41.16,Medium,46.27,112474.23,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,13.65,46.27,39.95
SYN-CORR-025__2026-11-17__T10UEV__no_action,synthetic,SYN-CORR-025,Synthetic corridor 025,SYN-CORR-025,Synthetic demo corridor 025,2026-11-01,2026-11-28,2026-11-17,T10UEV,45.13,27.69,30.96,23.69,74.51,38.53,27.08,76.05,31.44,45.35,3.45,0.1791,0.1514,0.0544,-0.0326,63.82,77.9,31.08,14.18,95.06,668,45858,62.01,188,198,25.88,200,992.9,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",56.41,Medium,58.78,25868.5,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,58.78,58.78
SYN-CORR-047__2026-05-06__T10UDV__vegetation_patrol,synthetic,SYN-CORR-047,Synthetic corridor 047,SYN-CORR-047,Synthetic demo corridor 047,2026-05-01,2026-05-28,2026-05-06,T10UDV,28.4,28.74,32.62,26.75,2.1,40.38,17.04,66.93,0.35,57.55,6.58,0.1785,0.2876,0.1727,0.0722,24.83,50.98,14.05,14.3,83.66,1527,245267,51.05,359,316,22.1,200,2486.6,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,39.07,Low,41.72,95825.82,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,4.48,41.72,39.85
SYN-CORR-024__2026-11-20__T10UDV__vegetation_trimming,synthetic,SYN-CORR-024,Synthetic corridor 024,SYN-CORR-024,Synthetic demo corridor 024,2026-11-01,2026-11-28,2026-11-20,T10UDV,34.71,5.61,7.96,4.96,14.74,62.91,20.83,6.71,41.38,20.43,1.18,0.1572,-0.0146,0.0501,0.003,99.24,45.77,51.82,18.56,8.39,328,58217,22.81,26,42,47.35,200,4815.2,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,36.91,Low,34.27,21487.89,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.84,34.27,30.56
SYN-CORR-012__2026-08-13__T10UDV__crew_pre_staging,synthetic,SYN-CORR-012,Synthetic corridor 012,SYN-CORR-012,Synthetic demo corridor 012,2026-08-01,2026-08-28,2026-08-13,T10UDV,11.55,21.36,23.23,18.86,6.1,9.47,6.93,17.3,29.8,18.76,8.71,0.2389,-0.0798,0.1504,-0.0485,18.31,45.8,59.98,2.22,21.62,4647,479417,97.84,715,951,32.57,200,4225.7,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,41.18,Medium,50.11,197423.92,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,6.31,50.11,46.95
SYN-CORR-008__2026-01-15__T10UEV__asset_inspection,synthetic,SYN-CORR-008,Synthetic corridor 008,SYN-CORR-008,Synthetic demo corridor 008,2026-01-01,2026-01-28,2026-01-15,T10UEV,47.88,20.44,25.12,17.54,72.3,53.65,28.73,24.46,21.02,35.96,6.12,0.3242,0.3798,0.055,0.0332,38.99,41.38,2.52,14.84,30.58,927,72435,49.36,384,407,38.09,200,3447.7,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,45.25,Medium,46.22,32776.84,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.52,46.22,40.9
SYN-CORR-034__2026-03-06__T10UEV__no_action,synthetic,SYN-CORR-034,Synthetic corridor 034,SYN-CORR-034,Synthetic demo corridor 034,2026-03-01,2026-03-28,2026-03-06,T10UEV,36.25,18.54,21.89,17.36,44.12,45.7,21.75,31.6,27.39,52.78,1.15,0.1758,0.2776,-0.0606,-0.0031,20.68,46.13,15.3,14.84,39.5,2933,195217,74.89,1419,1454,62.23,200,1207.7,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",49.54,Medium,52.71,96710.5,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,52.71,52.71
SYN-CORR-037__2026-04-19__T10UEV__vegetation_patrol,synthetic,SYN-CORR-037,Synthetic corridor 037,SYN-CORR-037,Synthetic demo corridor 037,2026-04-01,2026-04-28,2026-04-19,T10UEV,11.9,3.66,8.15,1.85,32.53,1.3,7.14,77.25,44.02,22.16,1.65,0.1472,0.295,-0.0324,0.0008,46.49,91.08,13.13,20.56,96.56,2294,130771,1.61,799,766,66.32,200,2797.6,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,39.04,Low,32.06,51053.0,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,6.65,32.06,29.93
SYN-CORR-010__2026-11-18__T10UEV__vegetation_trimming,synthetic,SYN-CORR-010,Synthetic corridor 010,SYN-CORR-010,Synthetic demo corridor 010,2026-11-01,2026-11-28,2026-11-18,T10UEV,31.64,28.18,29.74,28.16,49.59,22.15,18.98,37.03,15.05,63.63,9.97,0.4859,0.3804,-0.028,0.096,31.0,39.83,2.45,47.18,46.29,2195,295544,97.69,728,717,52.38,200,4567.7,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,49.38,Medium,56.48,145939.63,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,15.93,56.48,47.48
SYN-CORR-010__2026-12-27__T10UEV__crew_pre_staging,synthetic,SYN-CORR-010,Synthetic corridor 010,SYN-CORR-010,Synthetic demo corridor 010,2026-12-01,2026-12-28,2026-12-27,T10UEV,5.75,10.22,15.05,5.77,20.54,1.1,3.45,79.98,26.19,62.55,6.2,0.5085,-0.0737,-0.0383,0.0915,65.79,73.59,59.21,51.7,99.98,4022,740308,51.4,1319,1793,28.24,200,1181.4,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,37.48,Low,40.03,277467.44,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.15,40.03,37.97
SYN-CORR-009__2026-07-09__T10UEV__asset_inspection,synthetic,SYN-CORR-009,Synthetic corridor 009,SYN-CORR-009,Synthetic demo corridor 009,2026-07-01,2026-07-28,2026-07-09,T10UEV,27.22,21.61,26.53,18.31,26.6,32.21,16.33,56.11,38.9,6.0,5.9,0.1725,-0.0073,0.1724,-0.0118,2.23,78.2,50.91,15.5,70.14,2889,481726,19.65,1422,96,13.28,200,2794.9,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,39.61,Low,37.93,190811.67,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,6.17,37.93,35.59
SYN-CORR-035__2026-04-25__T10UDV__no_action,synthetic,SYN-CORR-035,Synthetic corridor 035,SYN-CORR-035,Synthetic demo corridor 035,2026-04-01,2026-04-28,2026-04-25,T10UDV,60.52,-3.55,0.69,-7.69,56.1,86.67,36.31,39.22,24.32,28.91,7.83,0.3161,-0.1265,0.0844,0.0585,6.17,54.07,65.81,13.22,49.02,4219,310379,9.65,124,568,19.26,200,4501.9,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",44.29,Medium,40.34,137466.86,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,40.34,40.34
SYN-CORR-037__2026-09-21__T10UEV__vegetation_patrol,synthetic,SYN-CORR-037,Synthetic corridor 037,SYN-CORR-037,Synthetic demo corridor 037,2026-09-01,2026-09-28,2026-09-21,T10UEV,14.67,-4.17,-2.15,-5.68,13.54,9.17,8.8,65.31,10.65,46.73,6.74,0.1092,0.0724,0.0903,-0.0459,37.89,58.42,40.95,28.16,81.64,3695,318265,97.0,1621,944,34.02,200,662.9,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,46.2,Medium,54.43,147038.43,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.79,54.43,51.28
